ID,mese,annrif,progind,sesso,eta10,staciv4,reg,rip,istr4,condogg,posiz4,ateco3,cond4,ORARIO,RAPP,CODPROF7,progesc,DEST_EIE,DEST_ERE,DEST_EPR,MOTESC,PARTESC,NPARTESC,EMEZZO,TRIM
6016,5,2015,13046,2,4,2,60,2,3,1,4,3,1,0,0,4,1,1,6,31,1,2,1,5,2
6017,5,2015,13046,2,4,2,60,2,3,1,4,3,1,0,0,4,2,1,6,30,1,2,1,5,2
6018,8,2015,13051,1,7,2,180,4,4,3,1,3,4,0,0,2,1,1,18,78,2,1,2,5,3
6019,2,2015,13053,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,23,1,1,5,5,1
6020,10,2015,13054,2,1,1,60,2,1,0,0,0,0,0,0,0,1,1,5,26,4,1,4,2,4
6021,5,2015,13114,1,5,2,50,2,2,1,4,2,1,0,0,1,1,1,5,26,2,1,3,5,2
6022,11,2015,13144,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,8,1,5,5,4
6023,11,2015,13144,1,1,1,40,2,1,0,0,0,0,0,0,0,2,1,4,21,8,1,5,5,4
6024,10,2015,13174,1,2,1,30,1,3,3,0,0,3,0,0,0,1,1,3,15,4,1,3,2,4
6025,1,2015,13177,1,7,2,40,2,1,3,4,1,4,0,0,5,1,1,4,22,2,1,2,5,1
6026,1,2015,13177,1,7,2,40,2,1,3,4,1,4,0,0,5,2,1,4,22,1,1,2,5,1
6027,3,2015,13179,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,2,7,1,1,3,5,1
6028,3,2015,13179,1,1,1,20,1,1,0,0,0,0,0,0,0,2,1,2,7,1,1,3,5,1
6029,3,2015,13179,1,1,1,20,1,1,0,0,0,0,0,0,0,3,1,2,7,1,1,3,5,1
6030,8,2015,13185,2,2,1,50,2,2,3,0,0,3,0,0,0,1,1,5,27,1,1,5,5,3
6031,2,2015,13201,1,4,2,110,3,4,1,3,3,1,0,0,2,1,1,11,42,1,1,4,5,1
6032,7,2015,13209,1,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,63,1,1,4,5,3
6033,2,2015,13235,1,5,1,120,3,4,1,1,3,1,1,2,2,1,1,12,58,7,2,1,4,1
6034,9,2015,13258,2,5,2,40,2,3,1,1,2,1,1,2,3,1,1,5,23,1,1,3,5,3
6035,6,2015,13265,1,8,2,30,1,2,3,1,3,4,0,0,4,1,1,7,8,2,1,2,5,2
6036,6,2015,13265,1,8,2,30,1,2,3,1,3,4,0,0,4,2,1,3,12,2,1,2,5,2
6037,7,2015,13268,1,3,1,80,2,3,1,2,2,1,1,2,5,1,1,7,10,1,1,2,5,3
6038,1,2015,13306,2,3,1,40,2,4,1,1,3,1,1,2,2,1,1,4,22,1,1,2,5,1
6039,5,2015,13310,2,5,2,10,1,3,1,1,3,1,1,2,2,1,1,1,96,1,1,2,5,2
6040,5,2015,13310,2,5,2,10,1,3,1,1,3,1,1,2,2,2,1,1,1,1,2,1,5,2
6041,5,2015,13310,2,5,2,10,1,3,1,1,3,1,1,2,2,3,1,1,1,1,2,1,5,2
6042,5,2015,13310,2,5,2,10,1,3,1,1,3,1,1,2,2,4,1,1,1,1,2,1,5,2
6043,5,2015,13310,2,5,2,10,1,3,1,1,3,1,1,2,2,5,1,1,1,1,2,1,5,2
6044,3,2015,13313,1,6,1,150,4,2,1,4,3,1,0,0,5,1,1,15,65,7,2,1,5,1
6045,8,2015,13314,1,5,2,60,2,3,1,1,3,1,1,2,7,1,1,5,27,1,2,1,5,3
6046,2,2015,13319,2,6,2,100,3,4,1,1,3,3,1,2,2,1,1,10,54,1,1,2,5,1
6047,2,2015,13319,2,6,2,100,3,4,1,1,3,3,1,2,2,2,1,10,54,1,1,2,5,1
6048,7,2015,13321,1,1,1,170,4,1,0,0,0,0,0,0,0,1,1,18,78,1,1,5,5,3
6049,8,2015,13324,1,2,1,80,2,2,3,0,0,3,0,0,0,1,1,8,38,1,1,3,5,3
6050,4,2015,13328,2,1,1,110,3,1,0,0,0,0,0,0,0,1,1,3,15,1,2,1,6,2
6051,12,2015,13329,2,4,1,80,2,2,1,2,3,1,1,2,6,1,1,4,22,1,2,1,6,4
6052,7,2015,13335,2,6,2,50,2,1,1,2,3,1,2,1,6,1,1,3,17,2,1,2,5,3
6053,2,2015,13358,1,7,2,70,1,3,3,1,3,4,0,0,2,1,1,7,9,1,2,1,2,1
6054,1,2015,13362,2,1,1,100,3,1,0,0,0,0,0,0,0,1,1,12,58,1,1,4,5,1
6055,5,2015,13380,2,5,2,50,2,4,1,1,3,1,1,2,3,1,1,5,25,1,1,3,5,2
6056,6,2015,13385,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,3,20,8,1,4,5,2
6057,6,2015,13385,2,1,1,80,2,1,0,0,0,0,0,0,0,2,1,5,28,2,1,4,5,2
6058,6,2015,13385,2,1,1,80,2,1,0,0,0,0,0,0,0,3,1,8,39,8,1,4,5,2
6059,6,2015,13389,2,2,1,70,1,3,2,4,3,2,0,0,4,1,1,9,45,1,1,5,5,2
6060,6,2015,13390,1,6,2,20,1,2,1,2,2,1,1,2,5,1,2,125,0,8,1,2,5,2
6061,2,2015,13397,1,7,2,160,4,1,3,2,1,4,0,0,6,1,1,16,74,2,1,2,5,1
6062,8,2015,13409,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,23,1,1,4,5,3
6063,5,2015,13420,1,3,1,150,4,3,1,1,3,1,1,1,3,1,1,15,63,1,2,1,3,2
6064,7,2015,13452,2,2,1,190,5,2,3,0,0,3,0,0,0,1,1,19,84,1,1,3,5,3
6065,3,2015,13455,1,5,1,60,2,3,1,1,3,1,2,2,2,1,1,6,30,2,2,1,5,1
6066,3,2015,13455,1,5,1,60,2,3,1,1,3,1,2,2,2,2,1,6,30,2,2,1,5,1
6067,3,2015,13455,1,5,1,60,2,3,1,1,3,1,2,2,2,3,1,6,32,7,2,1,5,1
6068,9,2015,13463,1,1,1,10,1,1,0,0,0,0,0,0,0,1,1,7,10,1,1,3,5,3
6069,9,2015,13463,1,1,1,10,1,1,0,0,0,0,0,0,0,2,1,7,10,1,1,3,5,3
6070,8,2015,13479,2,4,1,120,3,4,1,1,3,1,1,2,2,1,1,12,56,1,1,2,5,3
6071,4,2015,13489,2,6,2,50,2,2,3,0,0,3,0,0,0,1,1,5,25,1,1,2,5,2
6072,12,2015,13494,2,5,2,80,2,3,1,1,3,1,1,2,3,1,1,3,20,4,2,1,5,4
6073,5,2015,13526,2,8,2,80,2,3,3,4,3,4,0,0,3,1,1,8,37,4,1,2,5,2
6074,5,2015,13526,2,8,2,80,2,3,3,4,3,4,0,0,3,2,1,8,39,1,1,2,5,2
6075,4,2015,13546,1,7,2,120,3,4,3,1,3,4,0,0,2,1,1,12,58,1,1,2,5,2
6076,4,2015,13546,1,7,2,120,3,4,3,1,3,4,0,0,2,2,1,12,58,2,1,2,5,2
6077,8,2015,13557,2,4,2,150,4,3,1,4,3,1,0,0,4,1,1,15,65,1,1,4,5,3
6078,10,2015,13561,2,8,2,50,2,1,3,2,2,4,0,0,5,1,1,5,26,2,1,2,5,4
6079,7,2015,13563,1,1,1,60,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,3,5,3
6080,7,2015,13563,1,1,1,60,2,1,0,0,0,0,0,0,0,2,1,5,27,1,1,3,5,3
6081,7,2015,13563,1,1,1,60,2,1,0,0,0,0,0,0,0,3,1,5,27,1,1,3,5,3
6082,11,2015,13564,2,7,2,160,4,1,3,2,3,4,0,0,4,1,1,16,71,3,1,2,5,4
6083,3,2015,13570,1,3,1,80,2,3,1,2,2,1,1,1,5,1,1,7,10,1,2,1,2,1
6084,6,2015,13573,1,7,1,40,2,1,3,1,3,4,0,0,3,1,1,4,22,5,2,1,5,2
6085,6,2015,13580,2,4,3,80,2,4,1,1,2,1,1,2,2,1,1,3,20,6,1,4,5,2
6086,6,2015,13580,2,4,3,80,2,4,1,1,2,1,1,2,2,2,1,5,28,2,1,4,5,2
6087,6,2015,13580,2,4,3,80,2,4,1,1,2,1,1,2,2,3,1,8,39,3,1,4,5,2
6088,11,2015,13585,1,7,2,60,2,4,3,1,3,4,0,0,2,1,1,6,30,1,1,2,5,4
6089,11,2015,13585,1,7,2,60,2,4,3,1,3,4,0,0,2,2,1,6,30,1,1,2,5,4
6090,11,2015,13585,1,7,2,60,2,4,3,1,3,4,0,0,2,3,1,6,30,1,1,2,5,4
6091,3,2015,13594,2,8,4,200,5,1,3,0,0,3,0,0,0,1,1,20,95,2,2,1,5,1
6092,1,2015,13601,1,6,2,50,2,4,1,3,3,1,0,0,2,1,1,5,25,1,1,2,5,1
6093,4,2015,13615,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,3,5,2
6094,8,2015,13621,1,2,1,50,2,2,3,0,0,3,0,0,0,1,1,5,24,1,1,5,5,3
6095,8,2015,13621,1,2,1,50,2,2,3,0,0,3,0,0,0,2,1,5,24,1,2,1,7,3
6096,2,2015,13632,2,5,2,100,3,1,3,2,3,3,0,0,4,1,1,10,54,6,1,2,5,1
6097,2,2015,13632,2,5,2,100,3,1,3,2,3,3,0,0,4,2,1,10,54,1,1,2,5,1
6098,2,2015,13632,2,5,2,100,3,1,3,2,3,3,0,0,4,3,1,10,54,1,1,2,5,1
6099,2,2015,13632,2,5,2,100,3,1,3,2,3,3,0,0,4,4,1,10,54,1,1,2,5,1
6100,3,2015,13636,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,39,4,2,1,2,1
6101,12,2015,13657,1,4,1,60,2,4,1,1,3,1,1,2,2,1,1,5,24,1,2,1,6,4
6102,5,2015,13660,1,3,1,150,4,3,1,2,3,1,2,1,6,1,1,15,63,1,2,1,5,2
6103,9,2015,13665,2,1,1,120,3,1,0,0,0,0,0,0,0,1,1,10,55,1,1,4,5,3
6104,7,2015,13716,1,5,2,170,4,2,1,2,3,1,1,2,4,1,1,18,78,1,1,5,5,3
6105,11,2015,13724,1,8,2,70,1,4,3,1,2,4,0,0,1,1,1,1,5,6,1,2,5,4
6106,11,2015,13727,1,6,2,50,2,4,1,3,3,1,0,0,2,1,1,5,25,1,1,2,5,4
6107,1,2015,13734,2,6,3,90,3,4,3,1,3,4,0,0,2,1,1,9,49,1,2,1,5,1
6108,1,2015,13734,2,6,3,90,3,4,3,1,3,4,0,0,2,2,1,9,51,1,2,1,5,1
6109,1,2015,13755,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,4,5,1
6110,10,2015,13756,1,6,1,50,2,3,1,4,1,1,0,0,5,1,1,6,93,1,2,1,5,4
6111,7,2015,13762,2,7,2,90,3,1,3,0,0,3,0,0,0,1,1,9,49,2,1,2,5,3
6112,5,2015,13774,2,5,1,80,2,3,1,2,3,1,2,2,5,1,1,4,22,1,1,3,5,2
6113,5,2015,13774,2,5,1,80,2,3,1,2,3,1,2,2,5,2,1,1,5,1,1,3,5,2
6114,10,2015,13779,2,5,2,80,2,3,1,1,3,1,1,2,2,1,1,8,99,1,1,2,5,4
6115,4,2015,13785,1,7,3,180,4,4,3,1,3,4,0,0,2,1,1,15,63,1,2,1,6,2
6116,8,2015,13794,1,4,2,110,3,3,1,1,2,1,1,2,2,1,1,11,43,1,1,4,5,3
6117,8,2015,13794,1,4,2,110,3,3,1,1,2,1,1,2,2,2,1,11,43,1,1,4,5,3
6118,12,2015,13799,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,2,7,1,1,4,5,4
6119,10,2015,13807,1,5,2,30,1,4,1,3,3,1,0,0,2,1,1,5,27,1,1,3,5,4
6120,9,2015,13812,1,3,2,80,2,3,1,1,3,1,1,2,4,1,2,200,0,1,1,2,5,3
6121,4,2015,13821,1,5,2,60,2,2,1,4,3,1,0,0,5,1,1,5,23,1,1,2,5,2
6122,11,2015,13848,1,5,2,80,2,2,1,2,2,1,1,2,5,1,1,8,37,2,1,3,5,4
6123,11,2015,13848,1,5,2,80,2,2,1,2,2,1,1,2,5,2,1,4,22,1,1,3,5,4
6124,2,2015,13871,2,6,2,70,1,2,1,1,3,1,1,2,4,1,1,7,9,1,1,2,5,1
6125,4,2015,13874,2,3,1,200,5,3,1,1,3,1,1,2,2,1,1,20,92,2,1,2,5,2
6126,9,2015,13918,2,8,1,180,4,1,3,2,3,4,0,0,6,1,1,18,80,1,2,1,6,3
6127,2,2015,13919,1,1,1,190,5,1,0,0,0,0,0,0,0,1,1,19,88,2,1,4,5,1
6128,6,2015,13943,1,5,2,80,2,3,1,2,1,1,1,2,5,1,1,7,11,1,1,3,5,2
6129,5,2015,13951,1,5,2,10,1,2,1,2,2,1,1,2,5,1,1,1,1,3,1,3,2,2
6130,4,2015,13952,1,4,3,110,3,2,1,2,2,1,1,1,5,1,1,11,42,1,2,1,5,2
6131,9,2015,13956,2,7,3,80,2,3,3,1,3,4,0,0,2,1,1,3,15,1,2,1,6,3
6132,10,2015,14001,1,7,2,150,4,2,3,2,2,4,0,0,6,1,1,12,58,2,1,3,5,4
6133,3,2015,14006,2,6,2,80,2,3,3,2,2,4,0,0,5,1,1,8,36,1,1,2,5,1
6134,3,2015,14015,2,4,3,80,2,3,1,4,3,1,0,0,4,1,1,5,29,4,1,2,5,1
6135,3,2015,14015,2,4,3,80,2,3,1,4,3,1,0,0,4,2,1,8,40,4,1,2,5,1
6136,4,2015,14085,2,5,1,120,3,3,1,1,3,1,1,2,2,1,1,12,58,1,2,1,7,2
6137,2,2015,14097,2,6,2,120,3,2,2,2,3,2,0,0,4,1,1,12,58,2,1,3,5,1
6138,11,2015,14101,1,2,1,50,2,3,1,2,2,1,1,2,2,1,1,5,24,1,2,1,5,4
6139,1,2015,14105,1,1,1,60,2,1,0,0,0,0,0,0,0,1,1,5,25,1,1,4,5,1
6140,9,2015,14106,2,3,2,130,4,4,1,1,3,1,2,2,2,1,1,13,69,2,1,2,5,3
6141,8,2015,14113,1,3,1,60,2,2,1,2,3,1,1,1,4,1,1,6,30,1,2,1,5,3
6142,8,2015,14113,1,3,1,60,2,2,1,2,3,1,1,1,4,2,1,6,30,1,2,1,5,3
6143,9,2015,14137,2,4,2,80,2,3,1,1,3,1,1,1,2,1,1,5,27,1,1,3,5,3
6144,8,2015,14155,2,3,1,50,2,3,1,2,3,1,1,2,4,1,1,5,27,1,2,1,5,3
6145,3,2015,14177,1,7,2,50,2,3,3,1,3,4,0,0,2,1,1,5,24,4,1,2,6,1
6146,6,2015,14199,1,6,3,60,2,4,3,4,1,3,0,0,5,1,1,5,24,1,2,1,6,2
6147,2,2015,14201,1,1,1,120,3,1,0,0,0,0,0,0,0,1,1,12,58,1,1,4,5,1
6148,2,2015,14204,2,4,2,20,1,4,3,1,3,3,0,0,2,1,1,2,7,1,1,4,5,1
6149,11,2015,14209,2,5,2,80,2,2,1,2,3,1,2,2,6,1,1,8,37,2,1,3,5,4
6150,11,2015,14209,2,5,2,80,2,2,1,2,3,1,2,2,6,2,1,4,22,1,1,3,5,4
6151,2,2015,14228,1,3,1,90,3,4,1,3,3,1,0,0,2,1,1,8,37,1,1,2,5,1
6152,2,2015,14228,1,3,1,90,3,4,1,3,3,1,0,0,2,2,1,9,46,1,1,2,5,1
6153,7,2015,14241,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,37,1,1,2,5,3
6154,5,2015,14247,1,6,2,40,2,2,1,4,2,1,0,0,5,1,1,4,22,1,1,2,5,2
6155,11,2015,14250,2,4,2,60,2,4,1,1,2,1,1,1,2,1,1,6,93,2,1,2,5,4
6156,11,2015,14250,2,4,2,60,2,4,1,1,2,1,1,1,2,2,1,6,93,2,1,2,5,4
6157,11,2015,14250,2,4,2,60,2,4,1,1,2,1,1,1,2,3,1,6,93,6,1,2,4,4
6158,10,2015,14256,1,5,2,70,1,2,1,4,3,1,0,0,5,1,1,9,50,6,1,2,5,4
6159,10,2015,14256,1,5,2,70,1,2,1,4,3,1,0,0,5,2,1,3,15,1,1,2,5,4
6160,12,2015,14260,2,6,2,30,1,3,3,3,3,3,0,0,1,1,1,3,15,1,1,3,5,4
6161,12,2015,14260,2,6,2,30,1,3,3,3,3,3,0,0,1,2,1,3,15,1,1,3,5,4
6162,2,2015,14274,2,6,2,60,2,4,3,1,3,4,0,0,2,1,1,6,30,2,1,2,5,1
6163,2,2015,14274,2,6,2,60,2,4,3,1,3,4,0,0,2,2,1,6,31,6,2,1,5,1
6164,3,2015,14277,1,4,3,60,2,3,1,2,2,1,1,2,5,1,2,169,0,1,1,2,5,1
6165,6,2015,14301,1,3,1,40,2,2,2,2,2,2,0,0,5,1,1,4,22,1,2,1,10,2
6166,6,2015,14301,1,3,1,40,2,2,2,2,2,2,0,0,5,2,1,4,22,1,2,1,10,2
6167,5,2015,14336,1,2,1,40,2,2,3,0,0,3,0,0,0,1,1,4,22,1,1,4,5,2
6168,9,2015,14337,2,7,2,80,2,1,3,2,2,4,0,0,5,1,1,8,36,1,1,2,5,3
6169,4,2015,14351,1,1,1,140,4,1,0,0,0,0,0,0,0,1,1,15,61,1,1,4,5,2
6170,12,2015,14362,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,4,5,4
6171,1,2015,14372,1,6,2,150,4,3,1,4,3,1,0,0,4,1,1,15,65,2,1,2,5,1
6172,1,2015,14455,1,5,1,170,4,4,1,1,3,1,1,2,2,1,1,15,65,2,2,1,5,1
6173,1,2015,14455,1,5,1,170,4,4,1,1,3,1,1,2,2,2,1,15,63,2,2,1,5,1
6174,5,2015,14479,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,23,1,1,3,5,2
6175,5,2015,14479,1,1,1,50,2,1,0,0,0,0,0,0,0,2,1,5,23,1,1,3,5,2
6176,5,2015,14479,1,1,1,50,2,1,0,0,0,0,0,0,0,3,1,5,23,1,1,3,5,2
6177,7,2015,14480,1,2,1,190,5,3,1,4,3,1,0,0,2,1,1,19,84,1,2,1,5,3
6178,1,2015,14502,1,2,1,110,3,3,1,3,2,1,0,0,2,1,1,11,41,1,1,2,5,1
6179,2,2015,14517,1,2,1,160,4,2,3,0,0,3,0,0,0,1,1,16,75,1,2,1,5,1
6180,7,2015,14580,2,1,1,170,4,1,0,0,0,0,0,0,0,1,1,17,77,1,1,3,5,3
6181,7,2015,14580,2,1,1,170,4,1,0,0,0,0,0,0,0,2,1,17,77,1,1,3,5,3
6182,2,2015,14582,2,7,2,160,4,3,3,1,3,4,0,0,2,1,1,16,72,2,1,2,5,1
6183,2,2015,14582,2,7,2,160,4,3,3,1,3,4,0,0,2,2,1,16,72,2,1,2,5,1
6184,6,2015,14609,1,4,2,30,1,3,1,1,3,1,1,2,2,1,1,8,34,1,2,1,5,2
6185,6,2015,14609,1,4,2,30,1,3,1,1,3,1,1,2,2,2,1,3,18,1,2,1,5,2
6186,2,2015,14614,2,7,2,50,2,2,3,1,3,4,0,0,3,1,1,5,27,1,2,1,2,1
6187,12,2015,14622,2,6,4,60,2,2,3,2,2,4,0,0,5,1,1,6,30,1,2,1,5,4
6188,12,2015,14622,2,6,4,60,2,2,3,2,2,4,0,0,5,2,1,5,24,1,2,1,6,4
6189,7,2015,14628,1,4,2,50,2,3,1,1,2,1,1,2,3,1,1,5,27,1,1,2,5,3
6190,5,2015,14650,1,5,1,70,1,3,1,1,2,1,1,2,3,1,1,7,10,1,2,1,5,2
6191,6,2015,14657,1,4,2,190,5,3,1,1,3,1,1,2,4,1,1,19,84,1,1,3,5,2
6192,8,2015,14661,1,2,1,90,3,2,3,0,0,3,0,0,0,1,1,9,49,1,1,3,5,3
6193,2,2015,14669,1,7,2,40,2,2,3,2,2,4,0,0,4,1,1,4,22,2,1,2,5,1
6194,5,2015,14674,1,8,4,80,2,1,3,3,2,4,0,0,1,1,1,3,17,1,2,1,5,2
6195,4,2015,14698,1,5,2,40,2,4,1,1,3,1,1,2,1,1,1,5,24,1,1,2,5,2
6196,4,2015,14706,1,5,2,50,2,2,1,2,3,1,1,2,5,1,1,5,24,1,1,4,5,2
6197,12,2015,14745,1,3,1,130,4,4,3,0,0,3,0,0,0,1,1,12,58,4,2,1,7,4
6198,7,2015,14750,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,2,1,3,5,3
6199,8,2015,14751,2,5,2,50,2,3,1,2,3,2,2,2,6,1,1,5,26,8,1,3,5,3
6200,8,2015,14751,2,5,2,50,2,3,1,2,3,2,2,2,6,2,1,5,24,1,1,5,5,3
6201,8,2015,14751,2,5,2,50,2,3,1,2,3,2,2,2,6,3,1,5,24,1,1,5,5,3
6202,7,2015,14753,2,6,2,110,3,2,1,2,2,1,1,2,5,1,1,11,42,1,1,2,5,3
6203,9,2015,14763,1,5,2,50,2,3,1,1,3,1,2,2,5,1,1,5,25,1,1,4,5,3
6204,9,2015,14763,1,5,2,50,2,3,1,1,3,1,2,2,5,2,1,5,28,4,1,4,5,3
6205,4,2015,14773,2,5,2,50,2,4,1,1,2,1,1,2,3,1,1,5,27,1,1,4,5,2
6206,4,2015,14773,2,5,2,50,2,4,1,1,2,1,1,2,3,2,1,5,27,1,1,4,5,2
6207,5,2015,14782,2,4,2,110,3,3,2,2,3,3,0,0,6,1,1,11,43,2,1,3,5,2
6208,5,2015,14782,2,4,2,110,3,3,2,2,3,3,0,0,6,2,1,11,43,2,1,3,5,2
6209,5,2015,14782,2,4,2,110,3,3,2,2,3,3,0,0,6,3,1,11,43,2,1,3,5,2
6210,1,2015,14807,1,8,2,40,2,3,3,1,3,4,0,0,1,1,1,4,21,1,1,2,10,1
6211,2,2015,14812,2,3,1,90,3,4,1,1,3,1,1,2,2,1,1,8,37,1,1,2,5,1
6212,2,2015,14812,2,3,1,90,3,4,1,1,3,1,1,2,2,2,1,9,46,1,1,2,5,1
6213,7,2015,14815,1,2,1,170,4,2,3,0,0,3,0,0,0,1,1,17,77,1,1,3,5,3
6214,7,2015,14815,1,2,1,170,4,2,3,0,0,3,0,0,0,2,1,17,77,1,1,3,5,3
6215,3,2015,14834,2,6,2,110,3,4,1,1,3,1,1,2,2,1,1,11,43,8,1,2,5,1
6216,6,2015,14835,2,2,1,170,4,2,3,0,0,3,0,0,0,1,1,16,72,1,1,2,5,2
6217,8,2015,14838,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,5,5,3
6218,8,2015,14839,2,5,2,80,2,4,1,3,1,1,0,0,2,1,1,1,103,2,1,4,5,3
6219,2,2015,14851,2,7,2,50,2,1,3,2,2,4,0,0,5,1,1,4,22,1,2,1,5,1
6220,10,2015,14887,2,4,2,40,2,3,1,1,3,1,1,2,4,1,1,4,22,6,1,4,5,4
6221,11,2015,14893,1,5,2,110,3,3,1,1,3,1,1,2,3,1,1,10,54,2,1,2,5,4
6222,11,2015,14905,1,4,1,20,1,4,1,1,3,1,1,2,2,1,1,1,1,1,1,4,5,4
6223,11,2015,14905,1,4,1,20,1,4,1,1,3,1,1,2,2,2,1,1,96,1,1,4,5,4
6224,7,2015,14934,1,4,2,190,5,2,1,2,3,1,1,2,5,1,1,19,84,1,1,5,5,3
6225,7,2015,14934,1,4,2,190,5,2,1,2,3,1,1,2,5,2,1,19,84,1,1,5,5,3
6226,9,2015,14935,2,5,2,10,1,3,1,1,3,1,2,2,2,1,1,7,10,1,1,3,5,3
6227,2,2015,14950,1,4,2,10,1,4,1,4,3,1,0,0,2,1,1,1,6,1,1,2,5,1
6228,2,2015,14950,1,4,2,10,1,4,1,4,3,1,0,0,2,2,1,1,2,1,1,2,5,1
6229,8,2015,14951,1,7,2,140,4,2,3,1,3,4,0,0,3,1,1,12,59,5,1,2,7,3
6230,8,2015,14951,1,7,2,140,4,2,3,1,3,4,0,0,3,2,1,12,59,5,1,2,7,3
6231,8,2015,14958,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,37,1,1,3,5,3
6232,8,2015,14958,1,1,1,80,2,1,0,0,0,0,0,0,0,2,1,8,37,1,1,3,5,3
6233,2,2015,14995,2,1,1,130,4,1,0,0,0,0,0,0,0,1,1,11,42,3,2,1,6,1
6234,10,2015,15016,1,4,1,170,4,2,1,2,3,1,2,1,5,1,1,15,65,1,2,1,5,4
6235,3,2015,15037,2,5,2,80,2,2,1,1,3,1,1,2,3,1,1,8,38,8,1,3,5,1
6236,2,2015,15048,1,6,2,200,5,4,1,1,3,1,1,2,3,1,1,20,92,1,2,1,5,1
6237,2,2015,15048,1,6,2,200,5,4,1,1,3,1,1,2,3,2,1,20,92,1,1,2,5,1
6238,2,2015,15048,1,6,2,200,5,4,1,1,3,1,1,2,3,3,1,20,95,2,1,3,5,1
6239,2,2015,15048,1,6,2,200,5,4,1,1,3,1,1,2,3,4,1,20,92,2,1,4,5,1
6240,2,2015,15065,1,2,1,70,1,3,3,0,0,3,0,0,0,1,1,1,4,1,1,4,5,1
6241,2,2015,15065,1,2,1,70,1,3,3,0,0,3,0,0,0,2,1,1,4,1,1,4,5,1
6242,6,2015,15072,2,4,2,30,1,3,3,2,2,3,0,0,5,1,1,9,50,1,1,4,5,2
6243,5,2015,15083,1,7,4,100,3,3,1,3,3,1,0,0,2,1,1,9,48,2,2,1,5,2
6244,2,2015,15103,2,2,1,80,2,3,1,4,3,3,0,0,2,1,1,8,37,2,2,1,5,1
6245,2,2015,15103,2,2,1,80,2,3,1,4,3,3,0,0,2,2,1,8,37,2,2,1,5,1
6246,8,2015,15110,1,6,1,50,2,2,1,2,3,1,1,2,3,1,1,5,23,1,2,1,5,3
6247,8,2015,15110,1,6,1,50,2,2,1,2,3,1,1,2,3,2,1,5,23,1,2,1,5,3
6248,4,2015,15123,1,6,2,130,4,3,1,3,2,1,0,0,1,1,1,13,68,1,1,3,5,2
6249,5,2015,15124,2,2,1,90,3,3,3,0,0,3,0,0,0,1,1,9,48,1,1,3,5,2
6250,1,2015,15138,2,6,2,50,2,3,1,1,3,1,1,2,2,1,1,3,17,6,1,3,5,1
6251,1,2015,15138,2,6,2,50,2,3,1,1,3,1,1,2,2,2,1,3,20,6,1,3,5,1
6252,2,2015,15140,2,6,2,200,5,4,1,1,3,1,1,2,2,1,1,20,92,1,1,2,5,1
6253,2,2015,15140,2,6,2,200,5,4,1,1,3,1,1,2,2,2,1,20,92,2,1,4,5,1
6254,2,2015,15142,2,2,1,200,5,3,3,0,0,3,0,0,0,1,1,20,95,2,1,3,5,1
6255,2,2015,15142,2,2,1,200,5,3,3,0,0,3,0,0,0,2,1,20,92,2,1,4,5,1
6256,10,2015,15151,1,6,2,40,2,2,1,4,2,1,0,0,5,1,1,3,15,4,1,2,5,4
6257,12,2015,15165,2,4,3,60,2,2,2,1,3,2,0,0,3,1,2,172,0,1,1,2,6,4
6258,11,2015,15166,1,1,1,180,4,1,0,0,0,0,0,0,0,1,1,18,78,1,1,3,5,4
6259,7,2015,15171,1,4,2,150,4,3,1,3,3,1,0,0,2,1,1,15,63,5,1,2,5,3
6260,7,2015,15171,1,4,2,150,4,3,1,3,3,1,0,0,2,2,1,15,63,1,1,2,5,3
6261,2,2015,15176,2,6,2,50,2,1,3,0,0,3,0,0,0,1,1,5,26,3,1,2,5,1
6262,4,2015,15182,2,3,1,40,2,2,1,1,3,1,1,2,4,1,1,4,22,1,2,1,5,2
6263,7,2015,15192,1,2,1,180,4,2,1,2,3,1,1,1,5,1,1,18,102,1,2,1,5,3
6264,6,2015,15193,1,1,1,130,4,1,0,0,0,0,0,0,0,1,1,9,48,1,1,4,5,2
6265,8,2015,15208,1,6,2,50,2,2,3,1,3,4,0,0,5,1,1,6,93,1,2,1,5,3
6266,4,2015,15212,1,5,2,40,2,2,3,2,3,2,0,0,3,1,1,4,22,4,1,3,5,2
6267,6,2015,15216,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,5,5,2
