ID,mese,annrif,progind,sesso,eta10,staciv4,reg,rip,istr4,condogg,posiz4,ateco3,cond4,ORARIO,RAPP,CODPROF7,progesc,DEST_EIE,DEST_ERE,DEST_EPR,MOTESC,PARTESC,NPARTESC,EMEZZO,TRIM
28999,9,2020,42951,1,1,1,40,2,1,0,0,0,0,0,0,0,3,1,4,21,1,1,4,5,3
29000,7,2020,42955,2,3,1,110,3,3,1,2,3,1,1,1,4,1,1,11,41,1,2,1,5,3
29001,2,2020,42982,1,7,2,90,3,3,3,1,3,4,0,0,2,1,1,9,50,1,1,2,5,1
29002,2,2020,43005,1,6,2,80,2,4,1,1,3,1,1,1,2,1,1,8,36,6,1,2,5,1
29003,2,2020,43005,1,6,2,80,2,4,1,1,3,1,1,1,2,2,1,8,37,6,1,2,5,1
29004,2,2020,43005,1,6,2,80,2,4,1,1,3,1,1,1,2,3,1,8,37,6,1,2,5,1
29005,9,2020,43065,1,5,2,90,3,3,3,2,3,2,0,0,3,1,1,9,47,1,1,2,5,3
29006,9,2020,43065,1,5,2,90,3,3,3,2,3,2,0,0,3,2,1,9,100,1,1,2,5,3
29007,9,2020,43065,1,5,2,90,3,3,3,2,3,2,0,0,3,3,1,9,46,1,1,2,5,3
29008,7,2020,43067,1,4,2,190,5,2,1,2,2,1,1,2,5,1,1,19,87,6,2,1,5,3
29009,7,2020,43067,1,4,2,190,5,2,1,2,2,1,1,2,5,2,1,19,87,6,1,4,5,3
29010,8,2020,43076,1,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,61,1,1,5,5,3
29011,8,2020,43125,2,4,2,150,4,4,1,4,3,1,0,0,4,1,1,15,61,1,1,5,5,3
29012,9,2020,43131,1,3,2,150,4,3,1,1,3,1,1,2,7,1,1,15,63,1,1,2,5,3
29013,11,2020,43200,1,7,4,200,5,2,3,2,2,4,0,0,3,1,1,20,111,1,2,1,5,4
29014,6,2020,43218,2,3,1,120,3,3,3,2,3,3,0,0,4,1,1,12,58,11,1,2,5,2
29015,1,2020,43248,2,3,1,10,1,4,1,1,2,1,1,2,3,1,1,1,1,2,2,1,2,1
29016,7,2020,43278,2,5,2,150,4,4,3,2,3,3,0,0,4,1,1,15,65,1,1,2,5,3
29017,5,2020,43288,1,1,1,100,3,1,0,0,0,0,0,0,0,1,1,10,54,2,1,4,5,2
29018,5,2020,43288,1,1,1,100,3,1,0,0,0,0,0,0,0,2,1,10,54,2,1,4,5,2
29019,2,2020,43297,1,7,2,70,1,3,1,1,3,1,2,2,3,1,1,1,6,2,1,2,5,1
29020,2,2020,43316,1,8,2,90,3,3,3,1,2,4,0,0,2,1,1,9,49,1,2,1,5,1
29021,2,2020,43316,1,8,2,90,3,3,3,1,2,4,0,0,2,2,1,9,49,1,1,2,5,1
29022,2,2020,43316,1,8,2,90,3,3,3,1,2,4,0,0,2,3,1,9,49,1,1,2,5,1
29023,2,2020,43316,1,8,2,90,3,3,3,1,2,4,0,0,2,4,1,9,49,1,1,2,5,1
29024,2,2020,43331,2,6,2,80,2,4,1,1,3,1,2,2,2,1,1,7,11,1,1,2,5,1
29025,1,2020,43355,1,4,2,40,2,3,1,1,3,1,1,2,3,1,1,4,22,1,1,4,5,1
29026,9,2020,43402,1,5,1,10,1,4,1,1,2,1,1,2,2,1,1,2,7,1,1,2,5,3
29027,1,2020,43405,1,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,63,1,1,4,5,1
29028,10,2020,43421,1,7,2,70,1,3,3,1,2,4,0,0,5,1,1,7,9,1,1,2,5,4
29029,10,2020,43421,1,7,2,70,1,3,3,1,2,4,0,0,5,2,1,7,9,1,1,2,5,4
29030,10,2020,43421,1,7,2,70,1,3,3,1,2,4,0,0,5,3,1,7,9,1,1,2,5,4
29031,10,2020,43431,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,3,17,1,1,3,5,4
29032,10,2020,43431,1,1,1,30,1,1,0,0,0,0,0,0,0,2,1,3,14,1,1,3,5,4
29033,9,2020,43432,1,2,1,60,2,3,3,0,0,3,0,0,0,1,1,5,28,11,2,1,2,3
29034,1,2020,43493,1,3,2,100,3,4,1,1,3,1,1,2,4,1,1,9,51,6,1,3,5,1
29035,1,2020,43515,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,3,97,1,1,3,5,1
29036,9,2020,43519,1,3,1,50,2,3,1,1,3,1,1,2,2,1,1,5,28,1,2,1,5,3
29037,9,2020,43519,1,3,1,50,2,3,1,1,3,1,1,2,2,2,1,5,27,1,2,1,5,3
29038,9,2020,43546,2,2,1,80,2,3,3,0,0,3,0,0,0,1,1,9,48,1,2,1,2,3
29039,6,2020,43601,2,4,2,100,3,3,3,0,0,3,0,0,0,1,1,10,54,2,2,1,5,2
29040,6,2020,43607,2,4,2,40,2,4,1,1,3,1,1,1,2,1,1,4,22,9,1,5,5,2
29041,6,2020,43607,2,4,2,40,2,4,1,1,3,1,1,1,2,2,1,5,27,1,1,2,5,2
29042,6,2020,43607,2,4,2,40,2,4,1,1,3,1,1,1,2,3,1,4,22,9,1,5,5,2
29043,6,2020,43621,2,7,2,40,2,4,3,1,3,3,0,0,2,1,1,4,22,1,1,2,5,2
29044,6,2020,43621,2,7,2,40,2,4,3,1,3,3,0,0,2,2,1,4,22,1,1,2,5,2
29045,6,2020,43633,1,6,2,40,2,3,1,1,3,1,1,2,3,1,1,5,25,2,1,2,5,2
29046,8,2020,43668,2,1,1,110,3,2,0,0,0,0,0,0,0,1,1,11,109,1,1,4,5,3
29047,7,2020,43686,1,8,4,90,3,2,3,2,2,4,0,0,5,1,1,9,48,1,2,1,2,3
29048,9,2020,43701,2,3,2,40,2,3,3,0,0,3,0,0,0,1,1,4,22,2,1,4,5,3
29049,9,2020,43720,1,6,1,30,1,3,1,1,2,1,1,2,2,1,1,3,12,9,2,1,5,3
29050,9,2020,43734,2,3,2,190,5,4,3,0,0,3,0,0,0,1,1,19,87,1,1,3,5,3
29051,6,2020,43737,2,8,4,10,1,1,3,2,2,4,0,0,5,1,1,1,96,2,2,1,5,2
29052,1,2020,43752,2,1,1,100,3,2,0,0,0,0,0,0,0,1,1,9,52,6,1,3,5,1
29053,5,2020,43758,2,3,2,50,2,4,1,4,3,1,0,0,2,1,1,5,23,9,1,4,5,2
29054,9,2020,43771,2,5,4,40,2,4,1,1,3,1,2,2,1,1,1,4,22,1,2,1,5,3
29055,9,2020,43771,2,5,4,40,2,4,1,1,3,1,2,2,1,2,1,4,22,1,2,1,5,3
29056,12,2020,43783,2,5,2,30,1,3,1,2,2,1,1,2,2,1,1,8,37,1,1,4,5,4
29057,9,2020,43784,2,6,1,50,2,3,1,1,3,1,1,2,2,1,1,5,25,1,2,1,5,3
29058,7,2020,43792,1,7,2,40,2,3,3,1,3,4,0,0,2,1,1,4,22,1,1,2,5,3
29059,12,2020,43813,1,6,2,150,4,3,2,1,2,2,0,0,1,1,1,15,63,11,1,4,5,4
29060,1,2020,43875,1,5,2,50,2,3,1,1,2,1,1,2,3,1,1,5,25,8,2,1,5,1
29061,9,2020,43893,2,7,2,50,2,3,3,1,2,4,0,0,3,1,1,6,30,1,1,2,5,3
29062,9,2020,43903,1,5,1,160,4,4,1,1,3,1,1,2,2,1,1,16,75,1,1,2,5,3
29063,9,2020,43903,1,5,1,160,4,4,1,1,3,1,1,2,2,2,1,16,75,1,1,3,5,3
29064,7,2020,43908,1,1,1,70,1,1,0,0,0,0,0,0,0,1,1,7,11,1,1,4,5,3
29065,7,2020,43908,1,1,1,70,1,1,0,0,0,0,0,0,0,2,1,9,46,1,1,4,5,3
29066,9,2020,43909,1,4,2,90,3,2,2,2,3,2,0,0,4,1,1,5,27,1,1,2,5,3
29067,11,2020,43911,1,7,1,150,4,2,3,4,3,4,0,0,5,1,1,15,61,2,2,1,5,4
29068,1,2020,43923,1,1,1,60,2,1,0,0,0,0,0,0,0,1,1,4,21,1,1,3,5,1
29069,5,2020,43947,2,4,2,90,3,4,1,1,3,1,2,2,3,1,1,9,50,2,1,4,5,2
29070,9,2020,43969,2,6,2,160,4,1,3,2,1,3,0,0,5,1,1,16,75,6,1,2,5,3
29071,9,2020,43969,2,6,2,160,4,1,3,2,1,3,0,0,5,2,1,16,75,1,1,2,5,3
29072,9,2020,43969,2,6,2,160,4,1,3,2,1,3,0,0,5,3,1,16,75,1,1,2,5,3
29073,8,2020,43970,2,4,1,70,1,3,1,1,3,1,1,2,2,1,1,9,50,6,2,1,5,3
29074,8,2020,43970,2,4,1,70,1,3,1,1,3,1,1,2,2,2,1,8,34,1,2,1,5,3
29075,7,2020,43975,1,1,1,90,3,1,0,0,0,0,0,0,0,1,1,8,36,11,1,3,5,3
29076,7,2020,43976,2,3,1,110,3,4,2,0,0,2,0,0,0,1,1,11,42,3,2,1,5,3
29077,9,2020,44001,2,6,2,30,1,3,1,2,3,1,1,2,2,1,1,5,28,1,1,2,5,3
29078,7,2020,44029,1,2,1,80,2,3,1,2,3,3,2,1,4,1,1,6,32,2,1,4,5,3
29079,2,2020,44079,1,4,2,50,2,3,1,4,3,1,0,0,4,1,1,5,23,1,1,4,5,1
29080,9,2020,44095,1,1,1,120,3,1,0,0,0,0,0,0,0,1,1,12,58,5,1,4,5,3
29081,7,2020,44098,1,2,1,200,5,2,3,0,0,3,0,0,0,1,1,20,111,2,1,4,5,3
29082,6,2020,44103,1,3,2,150,4,3,1,1,3,1,1,2,2,1,1,15,65,1,1,4,5,2
29083,1,2020,44114,1,3,2,40,2,3,1,1,3,1,1,2,4,1,1,4,22,1,1,3,5,1
29084,7,2020,44144,2,6,3,60,2,2,2,2,3,2,0,0,4,1,2,172,0,2,2,1,5,3
29085,7,2020,44165,2,1,1,10,1,1,0,0,0,0,0,0,0,1,1,7,10,5,1,3,5,3
29086,6,2020,44273,1,6,2,110,3,2,1,2,2,1,1,2,5,1,1,11,43,1,1,2,5,2
29087,11,2020,44288,2,1,1,200,5,1,0,0,0,0,0,0,0,1,1,20,111,1,1,4,5,4
29088,10,2020,44292,1,6,2,40,2,1,3,2,2,4,0,0,6,1,1,4,22,5,1,2,5,4
29089,10,2020,44292,1,6,2,40,2,1,3,2,2,4,0,0,6,2,1,4,22,5,1,2,5,4
29090,2,2020,44297,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,4,6,1
29091,8,2020,44320,2,2,1,30,1,2,3,0,0,3,0,0,0,1,1,3,17,2,1,5,5,3
29092,8,2020,44345,1,1,1,40,2,2,0,0,0,0,0,0,0,1,1,4,21,6,1,5,5,3
29093,5,2020,44423,2,7,2,200,5,3,3,1,3,4,0,0,2,1,1,20,111,2,1,2,5,2
29094,8,2020,44428,1,3,1,80,2,4,1,1,2,1,1,2,3,1,1,4,22,1,2,1,5,3
29095,8,2020,44428,1,3,1,80,2,4,1,1,2,1,1,2,3,2,1,4,22,1,2,1,5,3
29096,2,2020,44467,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,23,1,1,4,5,1
29097,2,2020,44467,1,1,1,50,2,1,0,0,0,0,0,0,0,2,1,3,17,1,1,4,5,1
29098,2,2020,44467,1,1,1,50,2,1,0,0,0,0,0,0,0,3,1,5,23,1,1,4,5,1
29099,8,2020,44513,2,1,1,100,3,1,0,0,0,0,0,0,0,1,1,12,56,1,1,3,5,3
29100,8,2020,44517,2,6,1,50,2,3,1,1,3,1,1,2,3,1,1,5,28,2,2,1,5,3
29101,12,2020,44528,2,2,1,150,4,3,3,0,0,3,0,0,0,1,1,15,64,1,1,4,5,4
29102,8,2020,44542,1,4,2,110,3,3,1,1,3,1,1,2,2,1,1,11,41,1,1,4,5,3
29103,7,2020,44563,2,8,4,40,2,3,3,4,3,3,0,0,4,1,1,4,22,1,2,1,7,3
29104,8,2020,44615,2,5,2,60,2,2,3,2,2,3,0,0,5,1,1,5,25,9,1,2,5,3
29105,8,2020,44615,2,5,2,60,2,2,3,2,2,3,0,0,5,2,1,6,30,1,1,2,5,3
29106,8,2020,44615,2,5,2,60,2,2,3,2,2,3,0,0,5,3,1,6,30,9,1,2,5,3
29107,8,2020,44615,2,5,2,60,2,2,3,2,2,3,0,0,5,4,1,6,93,9,1,2,5,3
29108,8,2020,44631,1,7,2,50,2,2,3,4,3,4,0,0,5,1,1,5,27,1,1,2,5,3
29109,8,2020,44631,1,7,2,50,2,2,3,4,3,4,0,0,5,2,1,5,24,1,1,2,5,3
29110,12,2020,44676,2,2,1,50,2,3,3,0,0,3,0,0,0,1,1,8,38,1,2,1,5,4
29111,9,2020,44738,1,3,1,160,4,3,1,2,3,1,1,2,4,1,1,16,72,1,2,1,5,3
29112,8,2020,44739,2,6,2,50,2,4,1,1,3,1,1,2,1,1,1,5,26,1,1,2,5,3
29113,7,2020,44754,1,2,1,200,5,2,3,0,0,3,0,0,0,1,1,20,111,2,1,4,5,3
29114,10,2020,44769,1,5,2,60,2,2,1,4,3,1,0,0,5,1,1,6,93,9,1,2,5,4
29115,9,2020,44782,2,5,2,50,2,2,3,2,2,3,0,0,5,1,1,5,23,9,1,2,5,3
29116,7,2020,44808,2,7,2,40,2,2,3,2,3,4,0,0,6,1,1,4,22,1,1,2,5,3
29117,7,2020,44808,2,7,2,40,2,2,3,2,3,4,0,0,6,2,1,4,22,1,1,2,5,3
29118,7,2020,44808,2,7,2,40,2,2,3,2,3,4,0,0,6,3,1,4,22,1,1,2,5,3
29119,7,2020,44808,2,7,2,40,2,2,3,2,3,4,0,0,6,4,1,4,22,1,1,2,5,3
29120,10,2020,44817,1,4,2,90,3,3,1,1,2,1,1,2,2,1,1,9,48,1,1,2,5,4
29121,9,2020,44844,1,4,3,60,2,2,1,2,3,1,1,2,5,1,1,6,31,1,1,2,5,3
29122,2,2020,44896,1,6,2,90,3,3,1,4,1,1,0,0,5,1,1,8,35,1,1,2,5,1
29123,5,2020,44909,1,7,2,200,5,2,3,1,3,4,0,0,3,1,1,20,92,2,1,2,5,2
29124,5,2020,44909,1,7,2,200,5,2,3,1,3,4,0,0,3,2,1,20,92,2,1,2,5,2
29125,11,2020,44930,1,4,1,10,1,4,1,1,2,1,1,2,2,1,1,1,4,2,1,3,5,4
29126,11,2020,44930,1,4,1,10,1,4,1,1,2,1,1,2,2,2,1,1,4,2,1,3,5,4
29127,5,2020,44932,1,1,1,110,3,1,0,0,0,0,0,0,0,1,1,11,41,2,1,4,5,2
29128,11,2020,44938,2,5,2,50,2,4,1,1,3,1,1,2,3,1,1,5,27,1,1,2,5,4
29129,11,2020,44938,2,5,2,50,2,4,1,1,3,1,1,2,3,2,1,5,26,1,1,2,5,4
29130,11,2020,44938,2,5,2,50,2,4,1,1,3,1,1,2,3,3,1,5,28,1,1,2,5,4
29131,11,2020,44938,2,5,2,50,2,4,1,1,3,1,1,2,3,4,1,5,25,1,1,2,5,4
29132,7,2020,44952,1,3,1,40,2,3,1,1,3,1,1,2,4,1,1,4,21,1,2,1,5,3
29133,12,2020,44967,2,3,1,80,2,3,1,1,2,1,1,2,2,1,1,8,34,1,1,3,5,4
29134,10,2020,44997,2,6,3,100,3,4,1,1,3,1,1,2,2,1,1,10,54,1,2,1,5,4
29135,12,2020,45044,2,7,2,120,3,3,3,0,0,3,0,0,0,1,1,12,57,1,1,2,5,4
29136,2,2020,45075,1,6,2,90,3,3,1,1,2,1,1,2,2,1,1,9,48,2,1,2,5,1
29137,8,2020,45087,2,2,1,20,1,3,1,1,3,1,2,2,3,1,2,200,0,1,1,2,5,3
29138,8,2020,45087,2,2,1,20,1,3,1,1,3,1,2,2,3,2,2,200,0,1,1,2,5,3
29139,8,2020,45087,2,2,1,20,1,3,1,1,3,1,2,2,3,3,2,125,0,1,1,2,5,3
29140,1,2020,45104,1,6,3,100,3,2,3,1,3,4,0,0,3,1,1,10,54,11,2,1,5,1
29141,9,2020,45109,2,6,2,30,1,3,3,4,3,3,0,0,2,1,1,3,15,2,1,2,5,3
29142,5,2020,45157,2,5,3,40,2,3,3,1,3,3,0,0,4,1,1,4,22,1,2,1,5,2
29143,5,2020,45161,1,5,2,150,4,1,1,2,2,1,1,2,6,1,1,15,63,2,1,3,5,2
29144,5,2020,45161,1,5,2,150,4,1,1,2,2,1,1,2,6,2,1,15,63,2,1,4,5,2
29145,9,2020,45168,2,5,2,60,2,3,1,1,3,1,1,2,2,1,1,6,93,6,1,4,5,3
29146,9,2020,45168,2,5,2,60,2,3,1,1,3,1,1,2,2,2,1,5,27,1,1,4,5,3
29147,9,2020,45168,2,5,2,60,2,3,1,1,3,1,1,2,2,3,1,6,30,6,1,4,5,3
29148,7,2020,45203,1,5,1,80,2,4,1,3,3,1,0,0,2,1,1,8,38,1,1,3,5,3
29149,7,2020,45205,1,4,1,90,3,4,1,1,2,1,1,2,2,1,1,9,52,1,2,1,9,3
29150,7,2020,45259,1,4,1,70,1,3,3,0,0,2,0,0,0,1,1,1,6,6,2,1,5,3
29151,7,2020,45259,1,4,1,70,1,3,3,0,0,2,0,0,0,2,1,1,6,1,2,1,5,3
29152,7,2020,45259,1,4,1,70,1,3,3,0,0,2,0,0,0,3,1,1,6,1,2,1,5,3
29153,7,2020,45259,1,4,1,70,1,3,3,0,0,2,0,0,0,4,1,1,6,1,2,1,5,3
29154,1,2020,45297,2,6,2,80,2,3,1,1,3,1,1,2,2,1,1,8,34,7,1,2,5,1
29155,1,2020,45298,2,5,2,10,1,3,3,1,3,2,0,0,4,1,1,7,10,5,1,3,5,1
29156,2,2020,45301,1,7,2,90,3,2,3,1,3,4,0,0,2,1,1,9,53,1,2,1,5,1
29157,1,2020,45308,1,5,2,90,3,2,1,2,3,1,1,2,5,1,1,9,48,1,1,4,5,1
29158,6,2020,45318,2,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,9,1,5,5,2
29159,6,2020,45318,2,1,1,40,2,1,0,0,0,0,0,0,0,2,1,4,22,9,1,5,5,2
29160,7,2020,45324,1,7,2,40,2,3,3,1,3,4,0,0,3,1,1,4,22,1,1,2,5,3
29161,7,2020,45324,1,7,2,40,2,3,3,1,3,4,0,0,3,2,1,4,22,1,1,2,5,3
29162,7,2020,45324,1,7,2,40,2,3,3,1,3,4,0,0,3,3,1,4,22,1,1,2,5,3
29163,7,2020,45324,1,7,2,40,2,3,3,1,3,4,0,0,3,4,1,4,22,1,1,2,5,3
29164,5,2020,45336,1,3,1,40,2,4,1,3,1,1,0,0,2,1,1,4,21,8,1,2,5,2
29165,12,2020,45395,1,3,2,50,2,3,1,1,3,1,1,2,4,1,1,5,28,1,1,2,5,4
29166,12,2020,45395,1,3,2,50,2,3,1,1,3,1,1,2,4,2,1,5,27,6,1,2,5,4
29167,7,2020,45396,2,5,2,60,2,3,3,0,0,3,0,0,0,1,1,6,30,1,1,2,5,3
29168,7,2020,45396,2,5,2,60,2,3,3,0,0,3,0,0,0,2,1,6,30,1,1,5,5,3
29169,7,2020,45396,2,5,2,60,2,3,3,0,0,3,0,0,0,3,1,6,30,1,1,4,5,3
29170,10,2020,45400,2,8,2,120,3,3,3,1,1,4,0,0,3,1,1,12,58,5,2,1,5,4
29171,6,2020,45406,2,4,1,30,1,4,1,1,2,1,1,2,3,1,1,8,99,1,1,4,5,2
29172,10,2020,45412,2,4,1,70,1,3,1,1,3,1,2,2,4,1,1,9,45,1,1,2,5,4
29173,7,2020,45460,1,5,2,190,5,3,1,2,3,1,2,2,5,1,1,19,82,2,1,2,5,3
29174,10,2020,45466,1,5,1,70,1,3,1,1,3,1,1,2,2,1,1,9,45,1,1,2,5,4
29175,8,2020,45471,1,4,2,100,3,3,1,2,2,1,1,2,5,1,1,12,56,1,1,3,5,3
29176,5,2020,45484,2,2,1,60,2,4,1,4,3,1,0,0,2,1,1,6,31,1,1,3,5,2
29177,9,2020,45518,2,1,1,20,1,1,0,0,0,0,0,0,0,1,1,2,7,1,1,3,5,3
29178,9,2020,45518,2,1,1,20,1,1,0,0,0,0,0,0,0,2,1,2,7,1,1,3,5,3
29179,9,2020,45518,2,1,1,20,1,1,0,0,0,0,0,0,0,3,1,2,7,1,1,3,5,3
29180,9,2020,45547,2,5,2,120,3,4,3,0,0,3,0,0,0,1,1,12,56,1,1,2,5,3
29181,7,2020,45600,1,5,1,100,3,3,1,2,3,1,1,1,5,1,1,11,41,1,2,1,9,3
29182,7,2020,45600,1,5,1,100,3,3,1,2,3,1,1,1,5,2,1,9,51,1,2,1,9,3
29183,7,2020,45600,1,5,1,100,3,3,1,2,3,1,1,1,5,3,1,10,54,1,2,1,9,3
29184,6,2020,45606,2,3,2,30,1,4,1,1,3,1,1,2,3,1,1,3,14,2,1,3,5,2
29185,5,2020,45619,1,1,1,120,3,1,0,0,0,0,0,0,0,1,1,12,56,1,1,4,5,2
29186,12,2020,45623,2,2,1,150,4,2,3,0,0,3,0,0,0,1,1,15,64,1,1,4,5,4
29187,6,2020,45675,1,4,2,80,2,4,1,1,3,1,1,2,2,1,2,200,0,1,1,3,5,2
29188,11,2020,45693,1,7,2,90,3,2,3,2,2,4,0,0,6,1,1,9,49,5,2,1,5,4
29189,11,2020,45693,1,7,2,90,3,2,3,2,2,4,0,0,6,2,1,9,49,5,2,1,4,4
29190,7,2020,45714,1,3,1,110,3,3,1,2,2,1,1,2,5,1,1,8,99,1,2,1,5,3
29191,9,2020,45742,1,5,2,10,1,3,1,1,3,1,1,2,4,1,1,1,4,9,1,4,5,3
29192,7,2020,45814,1,6,2,10,1,2,3,1,2,4,0,0,2,1,1,1,1,1,1,2,5,3
29193,9,2020,45826,2,8,4,110,3,1,3,2,1,4,0,0,6,1,1,11,44,1,2,1,5,3
29194,9,2020,45829,2,5,2,10,1,4,1,1,3,1,1,2,2,1,1,1,1,1,1,4,5,3
29195,2,2020,45854,2,6,1,90,3,3,1,1,2,1,1,2,2,1,1,9,49,1,2,1,5,1
29196,10,2020,45871,2,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,21,1,1,4,5,4
29197,10,2020,45876,2,6,2,20,1,4,1,1,3,1,1,2,1,1,1,5,27,8,1,4,5,4
29198,12,2020,45879,1,5,2,150,4,3,1,1,3,1,1,2,4,1,1,15,64,1,1,4,5,4
29199,1,2020,45914,1,6,2,120,3,2,3,1,3,4,0,0,4,1,1,12,56,1,1,2,5,1
29200,2,2020,45937,2,4,2,90,3,4,1,3,3,1,0,0,2,1,1,9,50,1,1,4,5,1
29201,11,2020,45977,1,7,3,80,2,3,3,2,2,4,0,0,5,1,1,7,10,11,2,1,2,4
29202,7,2020,45990,1,4,2,90,3,4,1,1,2,1,1,2,2,1,1,8,36,11,1,3,5,3
29203,2,2020,46086,2,5,2,40,2,3,1,1,3,1,1,1,2,1,2,200,0,8,1,2,5,1
29204,2,2020,46086,2,5,2,40,2,3,1,1,3,1,1,1,2,2,2,200,0,8,1,3,5,1
29205,1,2020,46114,2,4,1,90,3,4,1,1,3,1,1,2,2,1,1,8,37,1,2,1,2,1
29206,1,2020,46114,2,4,1,90,3,4,1,1,3,1,1,2,2,2,1,9,45,7,2,1,5,1
29207,1,2020,46114,2,4,1,90,3,4,1,1,3,1,1,2,2,3,1,9,45,7,2,1,5,1
29208,8,2020,46124,2,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,61,1,1,4,5,3
29209,7,2020,46125,2,1,1,120,3,1,0,0,0,0,0,0,0,1,1,13,66,1,1,4,4,3
29210,1,2020,46126,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,3,2,1
29211,1,2020,46126,1,1,1,40,2,1,0,0,0,0,0,0,0,2,1,4,21,1,1,3,2,1
29212,1,2020,46136,1,2,1,120,3,2,3,0,0,3,0,0,0,1,1,12,58,6,1,3,5,1
29213,9,2020,46142,2,6,1,160,4,4,1,1,3,1,1,2,2,1,1,16,75,1,1,3,5,3
29214,10,2020,46180,1,3,1,30,1,4,1,1,3,1,1,2,2,1,1,3,97,1,1,2,5,4
29215,10,2020,46200,1,7,2,200,5,1,3,2,3,4,0,0,6,1,1,20,91,5,1,2,5,4
29216,10,2020,46200,1,7,2,200,5,1,3,2,3,4,0,0,6,2,1,20,92,3,1,2,5,4
29217,6,2020,46213,2,5,1,150,4,2,1,2,3,1,1,2,4,1,1,15,61,8,2,1,5,2
29218,7,2020,46222,1,6,2,150,4,3,3,1,3,4,0,0,2,1,1,15,65,1,1,2,5,3
29219,12,2020,46223,2,4,3,50,2,4,1,1,3,1,1,2,4,1,1,5,29,1,2,1,5,4
29220,12,2020,46223,2,4,3,50,2,4,1,1,3,1,1,2,4,2,1,5,28,6,2,1,5,4
29221,2,2020,46231,2,7,2,60,2,2,3,4,3,4,0,0,4,1,1,5,26,1,1,2,5,1
29222,2,2020,46231,2,7,2,60,2,2,3,4,3,4,0,0,4,2,1,6,30,6,1,2,5,1
29223,2,2020,46231,2,7,2,60,2,2,3,4,3,4,0,0,4,3,1,6,30,6,1,2,5,1
29224,2,2020,46231,2,7,2,60,2,2,3,4,3,4,0,0,4,4,1,6,30,1,1,2,5,1
29225,6,2020,46273,2,5,3,40,2,3,1,1,3,1,1,2,3,1,1,4,21,1,1,2,5,2
29226,6,2020,46273,2,5,3,40,2,3,1,1,3,1,1,2,3,2,1,5,23,1,1,2,5,2
29227,12,2020,46305,1,5,3,70,1,3,1,1,3,1,1,1,2,1,1,9,49,7,2,1,5,4
29228,10,2020,46310,2,5,2,110,3,2,1,2,3,1,2,2,6,1,1,11,42,2,1,3,5,4
29229,2,2020,46333,2,1,1,120,3,1,0,0,0,0,0,0,0,1,1,12,58,1,1,4,6,1
29230,5,2020,46348,2,4,1,150,4,3,3,0,0,3,0,0,0,1,1,15,61,1,2,1,2,2
29231,6,2020,46356,2,6,2,50,2,3,1,1,3,1,1,2,3,1,1,5,27,1,1,2,9,2
29232,9,2020,46374,2,5,2,80,2,4,1,1,3,1,1,2,2,1,1,5,28,3,1,2,5,3
29233,6,2020,46410,1,3,3,150,4,2,1,2,2,1,1,1,6,1,1,12,59,1,2,1,5,2
29234,3,2020,46431,1,3,2,70,1,3,1,1,3,1,1,2,2,1,1,7,9,1,1,2,4,1
29235,2,2020,46444,1,4,2,50,2,3,1,1,2,1,1,2,2,1,1,5,27,1,1,4,5,1
29236,2,2020,46444,1,4,2,50,2,3,1,1,2,1,1,2,2,2,1,3,17,2,2,1,5,1
29237,2,2020,46444,1,4,2,50,2,3,1,1,2,1,1,2,2,3,1,3,17,2,1,2,5,1
29238,8,2020,46449,2,2,1,170,4,3,3,0,0,3,0,0,0,1,1,13,69,8,1,3,5,3
29239,9,2020,46478,1,6,2,90,3,2,1,2,3,1,1,2,4,1,1,9,48,2,1,2,5,3
29240,7,2020,46497,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,99,2,1,2,5,3
29241,7,2020,46520,2,7,3,150,4,3,3,1,3,4,0,0,2,1,1,15,64,6,2,1,7,3
29242,1,2020,46546,2,6,1,90,3,3,3,2,3,2,0,0,6,1,1,9,45,11,2,1,7,1
29243,1,2020,46546,2,6,1,90,3,3,3,2,3,2,0,0,6,2,1,9,45,11,2,1,5,1
29244,1,2020,46546,2,6,1,90,3,3,3,2,3,2,0,0,6,3,1,9,45,11,2,1,5,1
29245,9,2020,46560,2,5,1,60,2,3,1,1,3,1,1,2,2,1,1,5,25,1,2,1,5,3
29246,1,2020,46572,2,4,1,40,2,4,1,1,3,1,1,1,2,1,1,4,22,1,1,3,2,1
29247,1,2020,46572,2,4,1,40,2,4,1,1,3,1,1,1,2,2,1,4,21,1,1,3,2,1
29248,7,2020,46617,2,1,1,120,3,1,0,0,0,0,0,0,0,1,1,12,58,1,1,3,5,3
29249,8,2020,46635,2,4,2,30,1,4,1,2,3,1,1,2,2,1,1,3,16,1,1,4,5,3
29250,9,2020,46658,2,3,2,100,3,3,3,0,0,3,0,0,0,1,1,9,52,1,1,3,5,3
